airline,overall,author,review_date,customer_review,table
Southwest Airlines,10,D Manning,3rd September 2012,ORF-CLE with a stopover at Chicago Midway. On the first leg of the journey it was a Boeing 737-700 and the flight attendants were fun to be around. Leather seats were nice and comfy and the drinks were good. They even gave out complimentary bags of peanuts which most airlines don't do any more. On the flight to Cleveland it was a 737-300 which was older but nice we got peanuts again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,Phil McConnell,19th August 2012,LAX-MDW-IAD-TUC-LAX. First the bad - 4 hour delay at Midway and only found out about it after peering into gate agents screen. Line-up by numbers worked well and even with a C 10 we managed to get a window seat (at the back). Snacks quite good and booze cheap. On the 4 hour delay flight (to IAD) there were only around 20 of us left and FA's did their level best to help us all out and make us comfortable. I think they were on the 12th hour of a long day. Better than most US domestics in my opinion.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,7,S King,16th August 2012,"ONT-OAK and later SMF-ONT. For the first flight we booked a 2-3 weeks in advance (unfortunately just as fares jumped as seemed to occur every few days) and paid the $10 ""Early Bird"" fee but still had numbers in the low 40s. So no chance of bulkhead or emergency row. Did better on the second flight and managed to get first row bulkhead seats. Free drinks but only a cup (you don't get the can). Flights were pretty much on time.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,1,E Moore,14th August 2012,"My family and I were given apparent ""seat numbers"" on our tickets which actually just mean the order in which you line up at the gate and the seating was actually open (and poorly organized I might add). I did not purchase the tickets personally and did not know about the open seating policy so I thought someone was in my seat and told a flight attendant about it. She stared at me like I was crazy. It took me quite a while to find a seat on the plane and neither my wife nor myself could sit with our very young daughter in the end. Before the return flight my wife had to get something out of her luggage so we asked an employee if she could get it for her. The woman rolled her eyes at us and scoffed before calling someone to get our luggage. The problem with this airline didn't end there. We waited an hour at baggage claim before they finally started loading bags onto the carousels. Fly with Southwest if you like inefficiency.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,2,L Farmer,8th August 2012,Poor customer service. Daughters first solo flight a disaster. San Diego to Denver to Pittsburgh (no plane change just a stop in Denver). Got to Denver early then delays left hour and 20 minutes late. Get to Pittsburgh not only did her luggage not make it but neither did some other passengers. Filed report. They said they'd call when luggage found no phone call from them. Went to San Diego airport (40 minute trip one way plus parking for a second time) to see if luggage here. No luck.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,8,J Williams,1st August 2012,MCO-PHL return. Flight to PHL was only 15 minutes late leaving after posting a two-hour delay. The return left on time. Two free checked bags a cup of soda and snacks plus overhead comedy via funny flight attendants. My only qualm is the boarding; had A positions but on the flight to Orlando a large group (who were holding C) blocked the path to the gate and wouldn't move and the gate agent just let us walk around them instead of asking them to move. As the gate area was crowded this cause some problems getting to the check-in desk. But overall not bad.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,M McManus,26th July 2012,"Flew between Denver and Salt Lake City. Crew were funny and helpful telling jokes during most public announcements. Plane arrived on time and was much cheaper as an option than other airlines. The only criticism I had was you must have your booking reference to hand if you go to the desk for check in as they don't appear to have it ""in the system"" if you just give them your name but this may have changed.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,E Battock,25th July 2012,We can all agree the airline industry is at an all time low. My experience with SWA yesterday restores my faith that someone cares about passengers. A four hr delay at Midway - airport staff were apologetic and sincere the crew were accommodating and we received an unexpected $100 voucher. SWA used to be the cheapest but the fares have gone up. I believe to cover free baggage. But in our case it was cheaper because the fees on the other airlines made their flights higher. I know their are a lot of complaints about seats. I used to hate SWA for that reason. I also don't like that the 24hr checkin still gives you only an A30 at best since they sell the first half of the A seats now for business select or a fee. But if you check in early you still have a good selection. The other airlines are sneakier. You may get an assigned seat but do you really have a choice? Most of my recent flights have shown me a chart selection of all centre seats and the aisles and windows for sale! Not a good way to build loyal customers.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,9,P Falzarano,25th July 2012,Round Trip Newark to Denver. All flights on time. Boarded with A group. Completely uneventful and not exciting flights. Cheapest air fare and bags free is a big plus. All in all a quality experience if bland.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages N/A
Value For Money 12345
Recommended yes"
Southwest Airlines,2,Adam Floridia,19th July 2012,After a five hour delay (understandable because it was weather related) we finally boarded our plane to San Francisco via Chicago. It wasn't until Chicago that they told us that our leg to San Francisco was canceled and the plane was now traveling to Los Angeles. Being stranded in Chicago with a five month old is not my idea of a vacation. On the return trip we got routed to Minneapolis (again weather). However when we did get to Chicago we were told we now had to switch planes for the final leg back to CT. We specifically booked flights with no plane change because that is a hassle with an infant. My family will never fly Southwest again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,8,M Cave,9th July 2012,"I fly frequently for my business. Southwest usually has the cheapest fares and the fact that bags fly free. Their ""Open Seat"" boarding policy is a little different since they are one of the only airlines that have this policy. I do see both sides of the arguments where you like to know where you seating upon booking the flight but also love the freedom of choosing your own seat as you get on the plane. The earlier you check in the better the chance of getting the seat of your preference. I hardly ever experience rudeness from staff. Flight attendants often add in comedic little quips in their safety instruction demonstration which I saw as quite amusing. When it comes to flying for me 75% of the time I fly with Southwest.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
